model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 2 Series,2019.0,Semi-Auto,2421.0,,145.0,,2.0,24196
 5 Series,2017.0,Automatic,30990.0,Diesel,145.0,62.8,2.0,21999
 5 Series,2017.0,Automatic,6002.0,Hybrid,140.0,156.9,2.0,23880
 X1,2017.0,Semi-Auto,55535.0,Diesel,150.0,55.4,2.0,16991
 X1,,Automatic,53540.0,Diesel,160.0,52.3,2.0,9999
 1 Series,2015.0,Manual,35259.0,,0.0,83.1,1.5,10000
 X4,,Automatic,,Diesel,145.0,54.3,2.0,18999
 2 Series,2017.0,Manual,20663.0,Petrol,30.0,55.4,1.5,15450
 X5,2019.0,Semi-Auto,12.0,,145.0,,3.0,51990
 X3,2013.0,Semi-Auto,73312.0,Diesel,160.0,50.4,,12220
 X3,2018.0,Semi-Auto,,Diesel,150.0,48.7,3.0,29500
 1 Series,2019.0,Manual,10.0,Diesel,145.0,,2.0,25490
 2 Series,2019.0,Automatic,1000.0,Petrol,,50.4,2.0,19995
 3 Series,2014.0,Automatic,98381.0,Diesel,125.0,,2.0,10230
 3 Series,2019.0,Semi-Auto,,Diesel,145.0,48.7,2.0,28440
 2 Series,2019.0,Semi-Auto,7404.0,Petrol,145.0,53.3,1.5,20450
 4 Series,2019.0,Automatic,9846.0,,145.0,65.7,2.0,21970
 4 Series,2016.0,Automatic,,Diesel,,65.7,2.0,14000
 X3,2019.0,Semi-Auto,8667.0,Diesel,150.0,54.3,2.0,35991
 X1,2016.0,Semi-Auto,13690.0,Diesel,125.0,,2.0,19500
 1 Series,2015.0,Manual,40052.0,Petrol,300.0,35.3,3.0,14999
 4 Series,2014.0,Automatic,58488.0,Diesel,160.0,50.4,3.0,16399
 1 Series,2013.0,Manual,70000.0,Diesel,0.0,74.3,1.6,7475
 2 Series,2018.0,Manual,3580.0,Petrol,,52.3,1.5,18480
 1 Series,2018.0,Manual,19093.0,Diesel,150.0,,2.0,15980
 X3,2019.0,Semi-Auto,6570.0,Petrol,145.0,34.5,3.0,47440
 X2,2018.0,Automatic,10369.0,Diesel,145.0,58.9,,23000
 7 Series,2017.0,Semi-Auto,34335.0,Diesel,145.0,54.3,,27100
 1 Series,2016.0,Automatic,,Diesel,20.0,,1.5,12349
 2 Series,2019.0,Manual,6000.0,Diesel,150.0,51.4,2.0,21402
 3 Series,2014.0,Manual,56523.0,Diesel,125.0,57.6,,12450
 5 Series,2015.0,Semi-Auto,31309.0,Diesel,30.0,62.8,2.0,15995
 5 Series,2018.0,Automatic,51413.0,Diesel,145.0,68.9,2.0,17700
 2 Series,2018.0,Semi-Auto,18970.0,Petrol,145.0,51.4,1.5,17498
 5 Series,2016.0,Semi-Auto,26037.0,Diesel,20.0,68.9,2.0,16490
 4 Series,2017.0,Semi-Auto,,Diesel,125.0,58.9,2.0,20800
 X1,2014.0,Automatic,37905.0,,165.0,52.3,2.0,11000
 M4,2020.0,Automatic,10.0,Petrol,150.0,34.0,3.0,45488
 3 Series,2018.0,Automatic,23850.0,Diesel,145.0,60.1,2.0,18989
 i8,2019.0,Automatic,1110.0,Hybrid,,141.2,1.5,67940
 1 Series,2020.0,Semi-Auto,102.0,Petrol,,40.4,1.5,24995
 M3,2018.0,Manual,,Petrol,150.0,32.1,3.0,37991
 5 Series,2016.0,Semi-Auto,32205.0,Diesel,30.0,62.8,2.0,17980
 X1,2019.0,Semi-Auto,3646.0,Petrol,145.0,48.7,2.0,26280
 3 Series,2011.0,Manual,48000.0,Diesel,145.0,55.4,2.0,11995
 5 Series,2019.0,Semi-Auto,8827.0,Hybrid,135.0,156.9,2.0,32000
 3 Series,2018.0,Automatic,11261.0,Petrol,145.0,41.5,,26000
 X2,2019.0,Semi-Auto,5282.0,Petrol,150.0,39.8,2.0,28551
 5 Series,2019.0,Semi-Auto,5389.0,Petrol,150.0,36.2,,25980
 5 Series,2019.0,Automatic,6775.0,Diesel,145.0,51.4,3.0,34498
 3 Series,2015.0,Manual,71915.0,Diesel,,68.9,2.0,8500
 3 Series,2015.0,Automatic,50713.0,,,51.4,2.0,11906
 4 Series,2017.0,Semi-Auto,16613.0,Diesel,145.0,50.4,3.0,22250
 5 Series,2017.0,Automatic,69110.0,Diesel,125.0,,2.0,13900
 X2,2018.0,Semi-Auto,15093.0,Diesel,,58.9,2.0,23750
 3 Series,2018.0,Semi-Auto,,Diesel,145.0,62.8,2.0,19785
 X3,2019.0,Semi-Auto,,Diesel,145.0,54.3,2.0,34454
 X5,2017.0,Automatic,19094.0,Diesel,150.0,42.8,3.0,38990
 1 Series,2016.0,Manual,22920.0,,20.0,72.4,1.5,11400
 1 Series,2017.0,Automatic,13905.0,Petrol,145.0,39.8,3.0,21990
 2 Series,,Semi-Auto,8157.0,Petrol,150.0,,1.5,18995
 2 Series,2016.0,Manual,46527.0,Diesel,125.0,60.1,2.0,14990
 1 Series,2015.0,Automatic,54789.0,Diesel,30.0,65.7,2.0,12450
 5 Series,2017.0,Automatic,33000.0,Diesel,145.0,65.7,2.0,21850
 5 Series,2016.0,Automatic,35309.0,Diesel,125.0,60.1,2.0,14900
 2 Series,2020.0,Semi-Auto,1118.0,Diesel,145.0,51.4,2.0,32450
 3 Series,,Automatic,4673.0,Diesel,145.0,48.7,2.0,28988
 2 Series,2015.0,Semi-Auto,57003.0,Petrol,260.0,,3.0,18991
 X3,,Semi-Auto,26000.0,Diesel,165.0,50.4,2.0,5299
 X1,2016.0,Semi-Auto,37326.0,Diesel,125.0,57.6,2.0,17700
 1 Series,2019.0,Automatic,11153.0,Petrol,145.0,55.5,1.5,15989
 X5,2016.0,Automatic,41464.0,Hybrid,,85.6,2.0,29250
 3 Series,2019.0,Semi-Auto,,Diesel,150.0,52.3,2.0,25980
 X3,,Semi-Auto,14594.0,Petrol,145.0,30.4,2.0,31190
 1 Series,2019.0,Semi-Auto,5100.0,Diesel,145.0,,1.5,16695
 3 Series,2019.0,Semi-Auto,9153.0,Diesel,145.0,60.1,2.0,24591
 5 Series,2017.0,Automatic,27744.0,Diesel,145.0,,2.0,21790
 3 Series,2016.0,Semi-Auto,,Diesel,,60.1,,15510
 2 Series,2019.0,Automatic,14380.0,Diesel,145.0,47.1,,21390
 3 Series,2017.0,Manual,24589.0,Diesel,150.0,67.3,2.0,14200
 1 Series,2016.0,Manual,21964.0,Diesel,0.0,78.5,1.5,10999
 X1,2013.0,Manual,47485.0,Diesel,160.0,51.4,2.0,9380
 1 Series,2017.0,Manual,44210.0,Diesel,145.0,68.9,2.0,11300
 3 Series,2017.0,Manual,26818.0,Petrol,145.0,49.6,1.5,14430
 2 Series,,Semi-Auto,,Petrol,150.0,47.9,2.0,21950
 5 Series,2013.0,Automatic,77262.0,Diesel,,60.1,2.0,10037
 3 Series,2019.0,Manual,18.0,Diesel,145.0,54.3,,27480
 X6,2019.0,Automatic,1000.0,Petrol,145.0,26.4,3.0,66290
 3 Series,2019.0,Semi-Auto,11824.0,Diesel,,,2.0,22869
 2 Series,2014.0,Automatic,29236.0,Petrol,,47.1,2.0,13227
 1 Series,2016.0,Manual,40245.0,Diesel,0.0,83.1,1.5,10637
 2 Series,2019.0,Semi-Auto,1000.0,Petrol,150.0,50.4,1.5,22480
 2 Series,2018.0,Semi-Auto,2772.0,Petrol,145.0,32.5,3.0,26441
 1 Series,2016.0,Manual,33149.0,Diesel,0.0,78.5,,11125
 X1,2017.0,Semi-Auto,,,145.0,55.4,2.0,21498
 X3,2011.0,Automatic,72000.0,Diesel,165.0,,2.0,11940
 X3,2015.0,Automatic,19000.0,Diesel,200.0,47.1,3.0,22950
 4 Series,2019.0,Automatic,3890.0,Diesel,145.0,60.1,2.0,24229
 1 Series,2017.0,Semi-Auto,18635.0,Petrol,200.0,39.8,3.0,20750
 1 Series,2017.0,Manual,30641.0,Diesel,20.0,70.6,1.5,13659
 4 Series,2018.0,Semi-Auto,,Diesel,145.0,60.1,2.0,21712
 1 Series,2019.0,Semi-Auto,,Petrol,150.0,34.5,2.0,30950
 5 Series,2018.0,Automatic,,Diesel,,65.7,2.0,22600
 3 Series,2013.0,Manual,80000.0,Diesel,125.0,60.1,2.0,8990
 X1,2013.0,Semi-Auto,48058.0,Diesel,160.0,52.3,2.0,10999
 X2,,Automatic,123.0,Diesel,145.0,50.4,2.0,28608
 5 Series,2015.0,Automatic,41075.0,Diesel,30.0,62.8,2.0,14160
 3 Series,2016.0,Automatic,55927.0,Diesel,30.0,62.8,2.0,14500
 3 Series,2015.0,Manual,56398.0,Diesel,,68.9,2.0,9600
 5 Series,2019.0,Semi-Auto,8993.0,Hybrid,135.0,156.9,2.0,30500
 1 Series,2017.0,Manual,15770.0,Diesel,0.0,83.1,,12338
 4 Series,2019.0,Semi-Auto,7350.0,Petrol,,,2.0,26190
 3 Series,2000.0,Automatic,93000.0,Petrol,270.0,29.7,2.5,1550
 1 Series,2019.0,Semi-Auto,5312.0,Petrol,145.0,54.3,1.5,19895
 3 Series,2018.0,Automatic,12054.0,Diesel,150.0,64.2,,20490
 1 Series,2016.0,Manual,17000.0,Diesel,20.0,72.4,1.5,10490
 3 Series,2019.0,Automatic,1241.0,,145.0,,2.0,24950
 5 Series,2016.0,Automatic,60337.0,Diesel,20.0,68.9,2.0,12980
 3 Series,2012.0,Automatic,77028.0,,30.0,62.8,2.0,7995
 4 Series,2019.0,Manual,110.0,Petrol,145.0,46.3,2.0,26995
 2 Series,2019.0,Semi-Auto,3000.0,Diesel,145.0,47.1,2.0,27995
 5 Series,2019.0,Semi-Auto,,Petrol,145.0,48.7,2.0,31475
 2 Series,2017.0,Semi-Auto,25544.0,Diesel,,64.2,2.0,16998
 X2,2019.0,Automatic,123.0,Petrol,,34.0,2.0,34368
 3 Series,2020.0,Automatic,3500.0,Diesel,145.0,45.6,3.0,36995
 5 Series,2020.0,Semi-Auto,931.0,Hybrid,145.0,49.6,2.0,32495
 X4,2020.0,Semi-Auto,100.0,Petrol,150.0,26.9,3.0,44950
 X4,2019.0,Semi-Auto,8098.0,Diesel,145.0,42.8,2.0,34995
 M4,2018.0,Semi-Auto,2577.0,Petrol,150.0,34.0,3.0,43500
 3 Series,2019.0,Automatic,10984.0,Diesel,145.0,49.6,2.0,32550
 1 Series,2015.0,Manual,62574.0,Diesel,0.0,,1.5,8869
 2 Series,2019.0,Automatic,13414.0,Petrol,,50.4,1.5,19250
 X1,2017.0,Automatic,54120.0,Diesel,30.0,,2.0,14000
 3 Series,2017.0,Semi-Auto,19505.0,Diesel,145.0,51.4,3.0,22998
 3 Series,2019.0,Semi-Auto,5525.0,Diesel,145.0,50.4,,34000
 3 Series,2013.0,Manual,78852.0,Diesel,30.0,62.8,2.0,11072
 X2,2019.0,Automatic,123.0,,145.0,48.7,2.0,29770
 1 Series,2017.0,Semi-Auto,35403.0,Petrol,145.0,39.8,3.0,19798
 3 Series,2017.0,Semi-Auto,25533.0,Petrol,,48.7,,21298
 1 Series,2015.0,Manual,,Petrol,125.0,,1.5,12250
 2 Series,2019.0,Automatic,8556.0,Diesel,145.0,52.3,2.0,19880
 4 Series,2020.0,Semi-Auto,100.0,Petrol,145.0,45.6,,25995
 5 Series,2020.0,Semi-Auto,6000.0,Hybrid,145.0,,2.0,31995
 1 Series,2011.0,Manual,78889.0,Diesel,,55.4,2.0,7750
 1 Series,2019.0,Automatic,9399.0,,145.0,70.6,2.0,16995
 X3,2019.0,Semi-Auto,9045.0,,,34.5,3.0,40875
 3 Series,2013.0,Manual,50708.0,Petrol,200.0,41.5,,11650
 4 Series,2018.0,Semi-Auto,29435.0,,145.0,49.6,3.0,24800
 1 Series,2017.0,Semi-Auto,12967.0,Petrol,200.0,39.8,3.0,21798
 3 Series,2013.0,Manual,72315.0,Diesel,30.0,61.4,2.0,10998
 5 Series,2019.0,Semi-Auto,,Diesel,,60.1,3.0,32102
 Z4,2019.0,Semi-Auto,3140.0,,145.0,,3.0,38156
 X2,2019.0,Semi-Auto,2946.0,Diesel,145.0,48.7,2.0,27915
 3 Series,2041.0,Semi-Auto,6865.0,Diesel,145.0,52.3,2.0,27940
 3 Series,2013.0,Automatic,102000.0,Diesel,30.0,,2.0,8980
 X1,2018.0,Semi-Auto,14100.0,Diesel,145.0,60.1,2.0,22512
 5 Series,2017.0,Automatic,67287.0,Diesel,20.0,68.9,2.0,16400
 3 Series,2019.0,Automatic,5109.0,Petrol,,42.2,,28500
 4 Series,2016.0,Automatic,57000.0,Diesel,30.0,65.7,2.0,14250
 5 Series,2014.0,Semi-Auto,21880.0,Diesel,125.0,57.6,2.0,16402
 4 Series,2017.0,Semi-Auto,13273.0,Diesel,145.0,65.7,2.0,19998
 4 Series,2019.0,Semi-Auto,,Diesel,,65.7,2.0,22980
 5 Series,2016.0,Automatic,28695.0,,145.0,53.3,3.0,17998
 1 Series,2020.0,Semi-Auto,1129.0,,150.0,51.4,2.0,28990
 1 Series,2018.0,Manual,16891.0,,150.0,53.3,1.5,15291
 3 Series,2016.0,Automatic,31000.0,,200.0,,3.0,18790
 1 Series,2010.0,Manual,106000.0,Diesel,,56.5,2.0,5995
 2 Series,2019.0,Automatic,2231.0,Petrol,145.0,50.4,2.0,23447
 X3,2012.0,Automatic,70000.0,Diesel,160.0,,2.0,12490
 1 Series,2016.0,Automatic,11510.0,Diesel,20.0,70.6,2.0,13800
 5 Series,2017.0,Semi-Auto,23116.0,Diesel,30.0,62.8,2.0,20995
 2 Series,2019.0,Semi-Auto,5208.0,Petrol,145.0,47.9,2.0,24999
 X5,2016.0,Automatic,80058.0,Diesel,235.0,,3.0,29985
 5 Series,,Automatic,3141.0,Petrol,145.0,29.1,3.0,37950
 3 Series,2015.0,Semi-Auto,56000.0,Diesel,,56.5,2.0,15195
 X3,,Automatic,5000.0,Diesel,,54.3,2.0,33750
 5 Series,2019.0,Semi-Auto,4000.0,Petrol,145.0,,2.0,42650
 X1,2015.0,Semi-Auto,64865.0,Diesel,165.0,52.3,2.0,11141
 X1,2020.0,Semi-Auto,3000.0,Diesel,150.0,52.3,2.0,34999
 3 Series,2020.0,Semi-Auto,,Diesel,,,2.0,32980
 M4,2019.0,Automatic,,Petrol,,34.0,3.0,49010
 3 Series,2014.0,Manual,,Petrol,,,2.0,12692
 4 Series,2018.0,Semi-Auto,11612.0,Petrol,150.0,41.5,3.0,26980
 4 Series,2018.0,Automatic,26739.0,Diesel,145.0,65.7,2.0,19370
 1 Series,2015.0,Semi-Auto,38436.0,,125.0,60.1,2.0,13491
 3 Series,2020.0,Semi-Auto,10.0,Diesel,145.0,52.3,2.0,24850
 3 Series,2018.0,,21657.0,Diesel,,,2.0,19995
 1 Series,2019.0,Semi-Auto,1178.0,Diesel,145.0,51.4,,27480
 X1,2017.0,Semi-Auto,15991.0,Diesel,150.0,55.4,2.0,23995
 2 Series,2016.0,Manual,59509.0,Diesel,20.0,68.9,2.0,9500
 X2,2019.0,Semi-Auto,100.0,Petrol,145.0,34.0,2.0,40428
 2 Series,2019.0,Semi-Auto,5720.0,Diesel,145.0,49.6,2.0,29960
 X3,2015.0,Semi-Auto,41312.0,Diesel,145.0,54.3,2.0,19370
 1 Series,2013.0,Automatic,63000.0,Diesel,160.0,51.4,2.0,9490
 X2,2019.0,Semi-Auto,,Diesel,145.0,,2.0,31980
 2 Series,2017.0,Manual,,Petrol,,36.2,,20740
 3 Series,2020.0,Semi-Auto,8.0,Petrol,150.0,33.6,3.0,41950
 3 Series,2019.0,Semi-Auto,10268.0,Diesel,150.0,52.3,2.0,27888
 5 Series,2018.0,Automatic,20000.0,Hybrid,140.0,,2.0,26790
 3 Series,2011.0,Automatic,59000.0,Diesel,235.0,44.1,3.0,9490
 X4,2019.0,Semi-Auto,8515.0,Diesel,145.0,42.8,2.0,34000
 X1,2018.0,Manual,,Diesel,145.0,68.9,2.0,18502
 2 Series,2018.0,Automatic,4828.0,Hybrid,135.0,113.0,1.5,21991
 3 Series,2018.0,Automatic,25127.0,Diesel,145.0,62.8,2.0,18899
 X6,2020.0,Semi-Auto,3000.0,Diesel,145.0,34.9,3.0,59989
 2 Series,2017.0,Automatic,63039.0,Hybrid,0.0,135.5,,15999
 5 Series,2015.0,Semi-Auto,38695.0,Diesel,145.0,53.3,3.0,17999
 1 Series,2014.0,Manual,42994.0,Petrol,145.0,50.4,1.6,9999
 3 Series,2016.0,Manual,,Diesel,125.0,60.1,2.0,13000
 X7,2019.0,Semi-Auto,,Diesel,145.0,,,72798
 5 Series,2019.0,Semi-Auto,1912.0,Diesel,145.0,65.7,2.0,31995
 1 Series,,,56355.0,,235.0,37.7,3.0,14950
 3 Series,2015.0,Semi-Auto,33836.0,Diesel,,60.1,2.0,15981
 3 Series,2017.0,Automatic,22170.0,Diesel,145.0,60.1,2.0,17880
 5 Series,2017.0,Semi-Auto,36779.0,Diesel,145.0,62.8,2.0,19990
 5 Series,2014.0,Semi-Auto,51716.0,Diesel,,62.8,2.0,13775
 5 Series,2019.0,Semi-Auto,4043.0,Diesel,145.0,60.1,,29950
 5 Series,2017.0,Automatic,22379.0,Diesel,145.0,,3.0,26995
 1 Series,2015.0,Manual,85000.0,Diesel,0.0,83.1,1.5,7740
 2 Series,2017.0,Semi-Auto,14500.0,Diesel,20.0,68.9,2.0,14200
 4 Series,2016.0,Automatic,14408.0,Petrol,145.0,48.7,2.0,19999
 3 Series,2011.0,Automatic,,Diesel,145.0,53.3,2.0,6395
 1 Series,2014.0,Manual,113000.0,Diesel,,74.3,1.6,5993
 X1,2015.0,Manual,43877.0,Diesel,165.0,51.4,2.0,9990
 X3,2017.0,Semi-Auto,14130.0,Diesel,,48.7,3.0,27980
 1 Series,2016.0,Manual,24997.0,Petrol,260.0,,3.0,18998
 3 Series,2019.0,Automatic,11512.0,Diesel,145.0,52.3,2.0,26899
 1 Series,2019.0,Semi-Auto,4493.0,Petrol,145.0,34.5,2.0,32000
 X1,2013.0,Manual,,Diesel,125.0,57.6,2.0,11995
 1 Series,2019.0,Manual,,Petrol,145.0,41.5,1.5,21875
 4 Series,2019.0,Semi-Auto,7041.0,Diesel,150.0,,2.0,23490
 M4,2018.0,Automatic,16000.0,Petrol,,34.0,3.0,36440
 X1,2017.0,Semi-Auto,34697.0,Diesel,,,2.0,18990
 3 Series,2020.0,Semi-Auto,1501.0,Diesel,145.0,52.3,2.0,30995
 3 Series,2019.0,Automatic,,Diesel,145.0,52.3,2.0,32050
 5 Series,2018.0,Automatic,11162.0,Diesel,,60.1,3.0,28500
 1 Series,2019.0,Semi-Auto,9739.0,Diesel,145.0,67.3,,19498
 3 Series,2017.0,Manual,22712.0,Diesel,30.0,64.2,2.0,15400
 5 Series,2019.0,Automatic,4859.0,Petrol,145.0,29.1,3.0,39480
 X6,2016.0,Semi-Auto,31585.0,Diesel,200.0,47.1,3.0,28950
 3 Series,2019.0,Automatic,7015.0,Petrol,145.0,41.5,3.0,26826
 3 Series,2019.0,Automatic,,Diesel,145.0,48.7,2.0,34985
 3 Series,2013.0,Manual,,Diesel,20.0,68.9,2.0,8298
 1 Series,2019.0,Semi-Auto,9503.0,Petrol,,39.8,3.0,25362
 3 Series,2017.0,Manual,,Petrol,,,2.0,15800
 2 Series,,Semi-Auto,,Petrol,145.0,39.8,3.0,27995
 X3,2018.0,Semi-Auto,20087.0,,,48.7,3.0,29990
 2 Series,2019.0,Manual,123.0,Petrol,145.0,52.3,1.5,22646
 5 Series,2017.0,Semi-Auto,,Diesel,,,3.0,28735
 X5,2016.0,Automatic,,Diesel,205.0,47.1,3.0,28990
 3 Series,2018.0,Semi-Auto,19408.0,Diesel,150.0,65.7,,18980
 3 Series,2013.0,Automatic,48000.0,Diesel,125.0,57.6,3.0,14440
 5 Series,2015.0,Semi-Auto,64194.0,,165.0,51.4,3.0,16000
 X5,2017.0,Automatic,30207.0,Diesel,200.0,47.1,3.0,29945
 5 Series,2017.0,Automatic,30262.0,Diesel,125.0,60.1,2.0,16850
 1 Series,2016.0,Manual,83830.0,Diesel,,72.4,1.5,8495
 X6,2018.0,Semi-Auto,11500.0,Diesel,150.0,40.9,3.0,37900
 3 Series,2017.0,Automatic,14173.0,,145.0,54.3,1.5,15000
 4 Series,2016.0,Automatic,70976.0,Diesel,30.0,65.7,2.0,13949
 3 Series,2017.0,Manual,,Diesel,145.0,64.2,2.0,11700
 1 Series,2018.0,Semi-Auto,29869.0,Diesel,150.0,65.7,2.0,17141
 X3,2019.0,Semi-Auto,,,145.0,,2.0,31980
 3 Series,2016.0,Semi-Auto,70538.0,Diesel,160.0,51.4,3.0,17995
 3 Series,2018.0,Automatic,,Diesel,,64.2,2.0,18480
 1 Series,2015.0,Manual,49096.0,Diesel,20.0,68.9,2.0,9799
 3 Series,2019.0,Semi-Auto,1489.0,Petrol,145.0,47.9,2.0,23980
 3 Series,2009.0,Manual,91000.0,Diesel,125.0,57.6,2.0,4740
 X1,2016.0,Automatic,47277.0,Diesel,,55.4,2.0,16597
 2 Series,2018.0,Semi-Auto,14258.0,Petrol,150.0,32.5,3.0,23999
 3 Series,2015.0,Manual,,Diesel,30.0,64.2,2.0,14800
 3 Series,2013.0,Manual,68000.0,Diesel,30.0,61.4,2.0,10500
 4 Series,2015.0,Automatic,33689.0,Diesel,20.0,70.6,,15699
 3 Series,2019.0,Semi-Auto,11103.0,Diesel,145.0,52.3,2.0,27480
 5 Series,2016.0,Automatic,36099.0,Diesel,,68.9,2.0,14250
 3 Series,2019.0,Semi-Auto,,Diesel,145.0,43.5,3.0,40980
 7 Series,2019.0,,,,145.0,,3.0,45640
 X1,2016.0,Semi-Auto,30434.0,,125.0,57.6,2.0,18998
 2 Series,2019.0,Semi-Auto,,Petrol,,50.4,1.5,20657
 X6,2020.0,Semi-Auto,999.0,Diesel,145.0,34.9,3.0,69995
 4 Series,2018.0,Semi-Auto,18501.0,Petrol,145.0,48.7,2.0,22440
 3 Series,2013.0,Automatic,95000.0,Diesel,,58.9,2.0,10490
 4 Series,2016.0,Semi-Auto,13298.0,Petrol,200.0,42.8,2.0,17870
 1 Series,2019.0,Manual,6047.0,Petrol,145.0,56.5,1.5,17998
 M4,2019.0,,8787.0,Petrol,145.0,34.0,,39275
 1 Series,2019.0,Automatic,7892.0,Petrol,145.0,55.5,1.5,15989
 X3,2020.0,Semi-Auto,1385.0,Hybrid,135.0,,2.0,47000
 4 Series,2020.0,Semi-Auto,10.0,Diesel,145.0,65.7,2.0,26950
 5 Series,2043.0,Semi-Auto,5271.0,Petrol,145.0,46.3,2.0,30995
 3 Series,2019.0,Automatic,3000.0,Diesel,145.0,,3.0,41995
 4 Series,2019.0,Semi-Auto,5763.0,Petrol,145.0,39.2,3.0,33990
 X5,2019.0,Semi-Auto,9173.0,Diesel,150.0,37.7,3.0,49980
 4 Series,2015.0,Automatic,45550.0,,260.0,37.2,3.0,17786
 3 Series,2019.0,Semi-Auto,3811.0,Diesel,145.0,52.3,2.0,28990
 1 Series,2016.0,Manual,24382.0,Diesel,20.0,70.6,1.5,14498
 1 Series,2016.0,Manual,44000.0,Diesel,,72.4,,11350
 1 Series,2019.0,Semi-Auto,7110.0,Petrol,150.0,,2.0,28975
 6 Series,2015.0,Semi-Auto,65185.0,Diesel,160.0,,3.0,19980
 2 Series,2019.0,Automatic,,Petrol,145.0,39.8,,27016
 1 Series,2016.0,Manual,19568.0,Diesel,0.0,78.5,1.5,11799
 X5,2019.0,Semi-Auto,12488.0,Petrol,145.0,27.2,3.0,47995
 X1,2016.0,Automatic,13085.0,Diesel,145.0,55.4,2.0,19998
 4 Series,2015.0,Automatic,76000.0,Diesel,160.0,50.4,3.0,15490
 1 Series,2016.0,Automatic,19277.0,Diesel,30.0,62.8,2.0,13600
 X5,2017.0,Automatic,42000.0,Diesel,,42.8,3.0,36995
 X1,2014.0,Automatic,,Diesel,160.0,52.3,2.0,12832
 2 Series,2020.0,Semi-Auto,1000.0,Diesel,,48.7,,30995
 1 Series,2017.0,Manual,37337.0,Diesel,20.0,70.6,1.5,11800
 3 Series,,Automatic,61852.0,Diesel,200.0,49.6,3.0,17400
 2 Series,,Semi-Auto,3013.0,Diesel,,64.2,2.0,23975
 3 Series,2019.0,Manual,104.0,Diesel,145.0,54.3,2.0,28990
 3 Series,2016.0,Automatic,72820.0,Hybrid,,134.5,2.0,14022
 1 Series,2016.0,Manual,30000.0,Diesel,,83.1,1.5,9995
 1 Series,2016.0,Manual,24618.0,Petrol,300.0,35.3,3.0,16990
 3 Series,2016.0,Manual,,Diesel,30.0,62.8,2.0,12100
 Z4,2019.0,Automatic,4401.0,Petrol,145.0,33.2,3.0,43995
 X2,2019.0,Semi-Auto,,,145.0,,,24775
 3 Series,,Semi-Auto,28321.0,Diesel,145.0,53.3,3.0,16698
 7 Series,2019.0,Semi-Auto,7515.0,Diesel,150.0,42.2,3.0,46990
 1 Series,2017.0,Manual,83923.0,Diesel,145.0,,1.5,9199
 X3,2019.0,Semi-Auto,14.0,Diesel,,,2.0,34950
 4 Series,2019.0,Semi-Auto,6196.0,Diesel,145.0,50.4,3.0,27480
 5 Series,2016.0,Semi-Auto,21698.0,Diesel,,62.8,,15990
 3 Series,2016.0,Semi-Auto,29902.0,Diesel,145.0,53.3,3.0,18980
 3 Series,2018.0,Semi-Auto,15027.0,Diesel,,64.2,2.0,21991
 3 Series,2015.0,Automatic,47404.0,Petrol,160.0,45.6,2.0,12500
 3 Series,2017.0,Semi-Auto,27225.0,Diesel,,62.8,2.0,19702
 X4,2017.0,Automatic,35016.0,Diesel,150.0,54.3,2.0,22500
 2 Series,2019.0,Automatic,6500.0,Diesel,145.0,46.3,2.0,25995
 8 Series,2019.0,Semi-Auto,8200.0,Petrol,145.0,26.7,4.4,72990
 5 Series,,Semi-Auto,5000.0,Diesel,145.0,62.8,,29998
 X1,2015.0,Automatic,57000.0,Diesel,160.0,51.4,2.0,12990
 3 Series,2017.0,Semi-Auto,,Diesel,150.0,60.1,2.0,19192
 X2,2019.0,Manual,103.0,Diesel,145.0,55.4,2.0,26980
 1 Series,2017.0,Manual,17888.0,Petrol,260.0,36.2,3.0,18998
 M4,2020.0,Semi-Auto,1500.0,Petrol,145.0,34.0,3.0,45995
 3 Series,2019.0,Manual,7441.0,Diesel,,54.3,2.0,28998
 1 Series,2016.0,Manual,,Petrol,125.0,53.3,1.5,12200
 5 Series,2016.0,Automatic,74322.0,Diesel,30.0,62.8,2.0,14079
 4 Series,2017.0,Manual,27599.0,Diesel,150.0,62.8,2.0,16488
 1 Series,2016.0,Manual,14634.0,Petrol,125.0,53.3,,12700
 X3,2019.0,Semi-Auto,5974.0,Diesel,,54.3,2.0,33952
 1 Series,2008.0,Manual,79000.0,,30.0,62.8,2.0,3975
 2 Series,,Semi-Auto,8406.0,Petrol,150.0,40.9,1.5,19980
 X6,2013.0,Automatic,77014.0,,300.0,,3.0,15800
 1 Series,2017.0,Manual,36274.0,,145.0,70.6,1.5,12942
 3 Series,2019.0,Semi-Auto,11706.0,Diesel,,55.4,2.0,21450
 M3,2015.0,Semi-Auto,41500.0,Petrol,305.0,34.0,3.0,29991
 4 Series,2017.0,Automatic,25220.0,Diesel,,65.7,2.0,17450
 3 Series,2016.0,Automatic,94810.0,Hybrid,0.0,134.5,2.0,14295
 4 Series,2019.0,Semi-Auto,4963.0,Petrol,150.0,45.6,2.0,25980
 X3,2019.0,Automatic,,Diesel,145.0,54.3,2.0,36950
 5 Series,2019.0,Semi-Auto,101.0,Diesel,145.0,,3.0,34990
 X5,2019.0,Automatic,6883.0,Diesel,145.0,37.7,3.0,43946
 X5,2016.0,Automatic,7658.0,Diesel,,47.1,3.0,31581
 2 Series,2020.0,Semi-Auto,11.0,Petrol,145.0,,1.5,20980
 3 Series,2016.0,Manual,,Petrol,125.0,45.6,2.0,17400
